;BUSINESSPARTNERID2;FIRSTCONTACTDATE2;BUSINESSPARTNERCATEGORY2;GIVENNAMES;LASTNAME;CONSULTATION;GENDER;NAMEATBIRTH;DATEOFBIRTH;PLACEOFBIRTH;MARITALSTATUS;EDUCATIONLEVEL;ISHOMEOWNER;NUMBERHOUSEHOLDMEMBERS;CHILDRENATHOMEINDICATOR
1209;5109;14.08.2016;Individual;Shelby;Smith;;female;Smith;09.04.1962;;Married;Bachelor;1;1;1
1210;5569;10.02.2015;Individual;Katherine;Hernandez;;female;Hernandez;02.03.1971;;Single;Bachelor;1;4;0
1211;5308;03.01.2015;Individual;Ashley;Jones;;female;Jones;29.04.1974;;Married;Master;1;2;1
1212;5110;31.08.2012;Individual;Courtney;Taylor;;female;Taylor;06.01.1979;;Married;SmeCollege;0;3;1
1213;5570;14.12.2013;Individual;Lauren;Hernandez;;female;Hernandez;18.10.1961;;Single;HighSchool;1;3;1
1214;5309;02.06.2015;Individual;Jessica;Jones;;female;Jones;17.02.1964;;Married;Bachelor;1;3;1
1215;5111;12.02.2014;Individual;Kelsey;Taylor;;female;Taylor;15.07.1981;;Married;SmeCollege;1;2;1
1216;5571;28.05.2017;Individual;Madison;Hernandez;;female;Hernandez;13.01.1967;;Married;Bachelor;0;4;1
1217;5310;17.05.2017;Individual;Kayla;Jones;;female;Jones;26.12.1980;;Single;HighSchool;1;3;0
1218;5112;25.01.2017;Individual;Ashley;Williams;;female;Williams;17.04.1969;;Married;9thGrade;0;1;0
1219;5572;11.09.2016;Individual;Haley;Martin;;female;Martin;22.03.1980;;Single;Bachelor;1;2;0
1220;5311;13.08.2015;Individual;Nicole;Jones;;female;Jones;06.08.1968;;Single;HighSchool;1;2;1
1221;5573;08.05.2012;Individual;Kimberly;Martin;;female;Martin;04.03.1981;;Single;Master;0;2;1
1222;5113;15.09.2014;Individual;Jessica;Williams;;female;Williams;23.05.1979;;Married;AssocDgree;1;1;0
1223;5312;25.10.2015;Individual;Haley;Moore;;female;Moore;23.12.1973;;Married;SmeCollege;1;4;1
1224;5574;18.11.2014;Individual;Jasmine;Poquette;;female;Poquette;03.08.1969;;Married;HighSchool;1;1;0
1225;5114;23.04.2012;Individual;Kayla;Williams;;female;Williams;01.05.1976;;Single;Bachelor;0;2;1
1226;5313;05.06.2015;Individual;Kimberly;Moore;;female;Moore;23.11.1960;;Single;Bachelor;1;3;0
1227;5115;10.10.2015;Individual;Nicole;Williams;;female;Williams;29.06.1962;;Single;Bachelor;1;3;0
1228;5575;02.08.2015;Individual;Katherine;Poquette;;female;Poquette;13.11.1966;;Married;AssocDgree;0;2;0
1229;5314;20.06.2015;Individual;Taylor;Moore;;female;Moore;02.01.1967;;Single;AssocDgree;1;1;1
1230;5116;16.11.2013;Individual;Alexandra;Wilson;;female;Wilson;18.02.1981;;Married;ProfDgree;1;2;1
1231;5576;02.07.2014;Individual;Lauren;Poquette;;female;Poquette;07.02.1970;;Married;HighSchool;1;3;1
1232;5315;02.07.2013;Individual;Amber;Morasca;;female;Morasca;18.01.1963;;Married;HighSchool;1;1;1
1233;5577;09.11.2014;Individual;Madison;Poquette;;female;Poquette;22.11.1969;;Single;Master;1;3;1
1234;5117;14.04.2015;Individual;Jennifer;Davis;;female;Davis;01.10.1978;;Single;AssocDgree;1;3;0
1235;5316;19.02.2017;Individual;Brianna;Morasca;;female;Morasca;30.07.1973;;Married;9thGrade;0;2;0
1236;5578;10.05.2016;Individual;Rachel;Poquette;;female;Poquette;02.09.1971;;Single;Bachelor;0;3;0
1237;5118;12.09.2015;Individual;Rebecca;Davis;;female;Davis;11.07.1976;;Single;HighSchool;1;4;1
1238;5579;03.04.2012;Individual;Sarah;Poquette;;female;Poquette;08.07.1981;;Married;SmeCollege;1;2;0
1239;5119;24.07.2013;Individual;Stephanie;Davis;;female;Davis;15.09.1969;;Married;9thGrade;0;2;0
1240;5317;10.03.2013;Individual;Melissa;Taylor;;female;Taylor;25.10.1962;;Single;SmeCollege;0;2;0
1241;5580;18.04.2013;Individual;Shelby;Poquette;;female;Poquette;08.08.1971;;Single;HighSchool;1;4;1
1242;5318;14.01.2016;Individual;Courtney;Thomas;;female;Thomas;08.05.1963;;Married;SmeCollege;1;3;0
1243;5120;12.12.2014;Individual;Amber;Dilliard;;female;Dilliard;13.11.1964;;Married;HighSchool;0;3;1
1244;5581;01.03.2015;Individual;Ashley;Rim;;female;Rim;12.09.1976;;Married;HighSchool;1;3;1
1245;5319;21.05.2012;Individual;Kelsey;Thomas;;female;Thomas;25.07.1976;;Married;SmeCollege;1;1;1
1246;5121;30.05.2012;Individual;Brianna;Dilliard;;female;Dilliard;08.02.1970;;Single;SmeCollege;1;3;1
1247;5582;29.05.2014;Individual;Nicole;Thomas;;female;Thomas;26.05.1966;;Married;SmeCollege;1;3;1
1248;5320;17.11.2016;Individual;Mary;Thomas;;female;Thomas;08.10.1985;;Single;9thGrade;0;2;0
1249;5122;17.03.2015;Individual;Rebecca;Garcia;;female;Garcia;25.11.1975;;Single;HighSchool;1;1;0
1250;5321;01.09.2016;Individual;Victoria;Whobrey;;female;Whobrey;09.04.1989;;Married;Master;1;3;1
1251;5583;15.04.2017;Individual;Alexis;Thompson;;female;Thompson;09.03.1980;;Married;HighSchool;1;3;1
1252;5123;06.05.2014;Individual;Stephanie;Garcia;;female;Garcia;29.09.1960;;Single;9thGrade;0;1;0
1253;5322;25.01.2012;Individual;Alexis;Wieser;;female;Wieser;23.01.1971;;Single;9thGrade;1;4;0
1254;5584;03.04.2017;Individual;Allison;Thompson;;female;Thompson;30.03.1977;;Married;Bachelor;0;1;0
1255;5124;26.09.2015;Individual;Alexis;Garufi;;female;Garufi;22.01.1979;;Single;AssocDgree;0;3;1
1256;5323;18.06.2012;Individual;Allison;Wieser;;female;Wieser;30.08.1966;;Married;Master;1;4;0
1257;5585;04.03.2014;Individual;Amanda;Thompson;;female;Thompson;31.01.1982;;Single;SmeCollege;0;2;0
1258;5125;22.11.2012;Individual;Allison;Garufi;;female;Garufi;26.02.1964;;Married;AssocDgree;0;4;1
1259;5324;12.07.2016;Individual;Amanda;Wieser;;female;Wieser;26.02.1971;;Single;Bachelor;1;4;0
1260;5586;30.05.2016;Individual;Anna;Thompson;;female;Thompson;24.09.1975;;Single;9thGrade;1;1;0
1261;5126;27.10.2012;Individual;Amanda;Garufi;;female;Garufi;25.03.1980;;Married;Master;0;4;0
1262;5325;23.12.2014;Individual;Anna;Wieser;;female;Wieser;01.08.1972;;Married;HighSchool;0;1;1
1263;5587;22.06.2014;Individual;Danielle;Thompson;;female;Thompson;08.11.1984;;Married;AssocDgree;0;1;0
1264;5127;05.10.2015;Individual;Anna;Garufi;;female;Garufi;04.11.1968;;Married;AssocDgree;0;2;0
1265;5326;03.01.2016;Individual;Danielle;Wieser;;female;Wieser;11.11.1962;;Single;Bachelor;0;1;1
1266;5588;21.06.2016;Individual;Hannah;Thompson;;female;Thompson;23.04.1963;;Single;Master;1;3;0
1267;5128;13.03.2013;Individual;Danielle;Garufi;;female;Garufi;24.12.1978;;Married;9thGrade;0;1;1
1268;5327;31.08.2012;Individual;Hannah;Wieser;;female;Wieser;19.04.1972;;Married;Bachelor;0;2;1
1269;5589;17.06.2012;Individual;Melissa;Thompson;;female;Thompson;07.11.1974;;Single;Bachelor;0;3;0
1270;5129;09.04.2017;Individual;Hannah;Garufi;;female;Garufi;26.01.1986;;Married;HighSchool;1;1;1
1271;5328;14.07.2015;Individual;Melissa;Wieser;;female;Wieser;03.05.1979;;Single;AssocDgree;0;2;1
1272;5590;13.11.2013;Individual;Ashley;Wilson;;female;Wilson;23.06.1972;;Single;ProfDgree;1;2;1
1273;5130;19.08.2015;Individual;Shelby;White;;female;White;03.05.1970;;Married;HighSchool;1;1;1
1274;5329;26.04.2014;Individual;Ashley;Amigon;;female;Amigon;01.04.1969;;Married;SmeCollege;1;1;1
1275;5591;09.09.2016;Individual;Jessica;Wilson;;female;Wilson;21.10.1965;;Married;HighSchool;1;4;1
1276;5131;27.10.2014;Individual;Rachel;Caldarera;;female;Caldarera;05.10.1974;;Single;HighSchool;0;4;0
1277;5330;21.06.2014;Individual;Jessica;Amigon;;female;Amigon;11.12.1960;;Married;AssocDgree;1;4;0
1278;5592;21.05.2014;Individual;Kayla;Wilson;;female;Wilson;06.06.1971;;Single;9thGrade;0;1;0
1279;5132;19.04.2012;Individual;Sarah;Caldarera;;female;Caldarera;05.02.1960;;Single;9thGrade;1;4;1
1280;5331;30.04.2016;Individual;Kayla;Amigon;;female;Amigon;10.06.1967;;Single;HighSchool;1;4;1
1281;5133;04.02.2015;Individual;Shelby;Caldarera;;female;Caldarera;16.06.1970;;Single;9thGrade;0;2;0
1282;5593;06.01.2012;Individual;Anna;Dilliard;;female;Dilliard;20.02.1976;;Married;Bachelor;1;1;0
1283;5332;07.03.2014;Individual;Nicole;Amigon;;female;Amigon;03.09.1976;;Single;HighSchool;0;4;1
1284;5134;24.05.2014;Individual;Alexandra;Darakjy;;female;Darakjy;28.12.1966;;Married;AssocDgree;1;1;1
1285;5333;12.02.2016;Individual;Olivia;Jackson;;female;Jackson;18.06.1962;;Single;Bachelor;1;2;1
1286;5594;03.02.2012;Individual;Danielle;Dilliard;;female;Dilliard;13.05.1979;;Married;SmeCollege;1;1;0
1287;5135;01.11.2013;Individual;Elizabeth;Darakjy;;female;Darakjy;19.03.1976;;Married;Bachelor;1;3;0
1288;5334;24.11.2012;Individual;Ashley;Johnson;;female;Johnson;14.06.1962;;Single;SmeCollege;1;3;1
1289;5595;02.06.2016;Individual;Hannah;Dilliard;;female;Dilliard;03.02.1987;;Single;HighSchool;1;1;1
1290;5136;13.10.2016;Individual;Rebecca;Flosi;;female;Flosi;22.02.1986;;Single;Master;1;2;0
1291;5335;06.08.2012;Individual;Jessica;Johnson;;female;Johnson;04.03.1982;;Single;HighSchool;1;3;1
1292;5596;16.12.2012;Individual;Morgan;Garcia;;female;Garcia;19.12.1966;;Married;9thGrade;0;3;1
1293;5137;24.03.2017;Individual;Stephanie;Flosi;;female;Flosi;07.12.1982;;Married;Bachelor;0;2;1
1294;5336;26.01.2017;Individual;Kayla;Johnson;;female;Johnson;19.05.1963;;Married;AssocDgree;1;3;0
1295;5597;11.11.2016;Individual;Courtney;Garufi;;female;Garufi;02.06.1981;;Single;SmeCollege;0;4;1
1296;5138;24.02.2016;Individual;Ashley;Foller;;female;Foller;15.06.1976;;Single;SmeCollege;1;3;1
1297;5337;15.01.2017;Individual;Nicole;Johnson;;female;Johnson;19.09.1988;;Married;AssocDgree;1;3;0
1298;5598;18.11.2012;Individual;Kelsey;Garufi;;female;Garufi;27.03.1958;;Single;AssocDgree;1;4;0
1299;5338;24.08.2015;Individual;Elizabeth;Miller;;female;Miller;17.08.1981;;Married;HighSchool;1;2;1
1300;5139;03.07.2015;Individual;Jessica;Foller;;female;Foller;11.01.1978;;Married;9thGrade;1;1;0
1301;5599;12.01.2012;Individual;Haley;Whobrey;;female;Whobrey;21.07.1980;;Married;HighSchool;1;3;0
1302;5339;16.12.2014;Individual;Megan;Miller;;female;Miller;30.11.1975;;Single;9thGrade;0;3;1
1303;5600;13.08.2015;Individual;Kimberly;Whobrey;;female;Whobrey;14.07.1976;;Married;Master;0;3;1
1304;5140;14.09.2012;Individual;Kayla;Foller;;female;Foller;30.11.1974;;Single;Bachelor;0;4;1
1305;5340;01.09.2014;Individual;Olivia;Miller;;female;Miller;09.06.1977;;Married;HighSchool;1;3;0
1306;5141;05.09.2013;Individual;Kimberly;Rodriguez;;female;Rodriguez;31.05.1970;;Single;Bachelor;1;1;1
1307;5601;20.04.2013;Individual;Ashley;Martinez;;female;Martinez;06.09.1970;;Married;Bachelor;0;1;0
1308;5341;25.03.2016;Individual;Kelsey;Ruta;;female;Ruta;16.11.1971;;Single;9thGrade;1;4;0
1309;5142;23.08.2016;Individual;Taylor;Rodriguez;;female;Rodriguez;02.03.1968;;Married;Bachelor;1;4;1
1310;5602;12.10.2014;Individual;Jessica;Martinez;;female;Martinez;16.05.1963;;Single;Bachelor;1;4;1
1311;5342;05.04.2014;Individual;Nicole;Marrier;;female;Marrier;20.02.1977;;Married;SmeCollege;1;4;1
1312;5143;08.06.2014;Individual;Alexis;Ruta;;female;Ruta;02.07.1960;;Single;HighSchool;0;3;1
1313;5343;22.10.2013;Individual;Haley;Paprocki;;female;Paprocki;25.04.1979;;Married;HighSchool;1;1;0
1314;5603;08.10.2012;Individual;Kayla;Martinez;;female;Martinez;31.01.1961;;Single;HighSchool;1;1;1
1315;5144;26.12.2015;Individual;Allison;Ruta;;female;Ruta;25.01.1973;;Married;HighSchool;1;2;1
1316;5604;21.03.2012;Individual;Nicole;Martinez;;female;Martinez;11.08.1979;;Married;Bachelor;1;2;0
1317;5344;05.05.2015;Individual;Kimberly;Paprocki;;female;Paprocki;25.05.1981;;Married;SmeCollege;0;2;1
1318;5145;29.10.2014;Individual;Amanda;Ruta;;female;Ruta;16.01.1978;;Single;Bachelor;0;1;1
1319;5605;21.05.2012;Individual;Megan;Rim;;female;Rim;14.04.1967;;Single;SmeCollege;0;3;1
1320;5345;16.04.2016;Individual;Taylor;Paprocki;;female;Paprocki;25.09.1982;;Married;Bachelor;1;4;0
1321;5146;20.12.2015;Individual;Anna;Ruta;;female;Ruta;07.03.1969;;Married;HighSchool;1;3;0
1322;5606;20.07.2016;Individual;Olivia;Rim;;female;Rim;25.05.1967;;Married;AssocDgree;0;4;0
1323;5346;03.01.2014;Individual;Courtney;Poquette;;female;Poquette;30.09.1982;;Single;HighSchool;1;1;1
1324;5147;15.11.2013;Individual;Danielle;Ruta;;female;Ruta;02.09.1985;;Married;9thGrade;0;4;0
1325;5347;03.01.2015;Individual;Olivia;Thompson;;female;Thompson;21.06.1972;;Married;Bachelor;1;3;1
1326;5148;16.03.2012;Individual;Hannah;Ruta;;female;Ruta;06.09.1966;;Married;Bachelor;1;1;0
1327;5607;20.03.2014;Individual;Abigail;Rodriguez;;female;Rodriguez;15.07.1983;;Single;HighSchool;1;4;0
1328;5348;18.07.2012;Individual;Alexandra;Tollner;;female;Tollner;30.09.1978;;Married;HighSchool;0;4;0
1329;5149;13.09.2015;Individual;Samantha;Venere;;female;Venere;06.03.1977;;Married;HighSchool;0;1;1
1330;5608;29.11.2014;Individual;Alyssa;Rodriguez;;female;Rodriguez;25.08.1986;;Married;HighSchool;1;2;1
1331;5349;08.05.2016;Individual;Elizabeth;Tollner;;female;Tollner;18.11.1961;;Single;Master;1;4;0
1332;5150;21.05.2014;Individual;Victoria;Venere;;female;Venere;18.06.1972;;Single;HighSchool;1;1;0
1333;5609;15.02.2016;Individual;Brittany;Rodriguez;;female;Rodriguez;12.01.1973;;Single;Bachelor;1;4;1
1334;5350;06.09.2012;Individual;Megan;Tollner;;female;Tollner;27.07.1982;;Single;SmeCollege;1;4;0
1335;5151;08.05.2012;Individual;Abigail;White;;female;White;18.12.1966;;Married;Bachelor;0;2;1
1336;5610;06.06.2016;Individual;Haley;Venere;;female;Venere;13.12.1983;;Single;HighSchool;1;1;1
1337;5351;12.09.2012;Individual;Olivia;Tollner;;female;Tollner;09.07.1979;;Single;Bachelor;1;2;0
1338;5152;01.06.2016;Individual;Alyssa;White;;female;White;08.06.1975;;Single;SmeCollege;0;2;1
1339;5611;19.06.2016;Individual;Kimberly;Venere;;female;Venere;20.03.1968;;Married;Bachelor;0;4;0
1340;5352;28.04.2015;Individual;Courtney;Butt;;female;Butt;16.11.1969;;Married;Bachelor;0;3;1
1341;5153;10.10.2015;Individual;Brittany;White;;female;White;01.03.1976;;Married;HighSchool;0;3;1
1342;5612;09.07.2014;Individual;Kelsey;Caldarera;;female;Caldarera;27.06.1963;;Married;Bachelor;1;4;0
1343;5353;31.03.2012;Individual;Kelsey;Butt;;female;Butt;26.08.1984;;Married;HighSchool;1;3;0
1344;5154;18.09.2013;Individual;Jennifer;White;;female;White;10.08.1976;;Single;Master;0;3;0
1345;5613;13.07.2015;Individual;Mary;Caldarera;;female;Caldarera;24.01.1977;;Single;Master;1;3;0
1346;5354;27.05.2017;Individual;Mary;Butt;;female;Butt;05.04.1964;;Single;Bachelor;1;2;0
1347;5155;04.12.2013;Individual;Rebecca;White;;female;White;16.03.1966;;Single;SmeCollege;0;3;0
1348;5614;06.07.2013;Individual;Samantha;Caldarera;;female;Caldarera;06.11.1962;;Single;HighSchool;0;4;1
1349;5355;28.11.2012;Individual;Samantha;Butt;;female;Butt;07.08.1965;;Single;HighSchool;1;3;1
1350;5156;16.08.2016;Individual;Megan;Darakjy;;female;Darakjy;02.09.1983;;Married;Bachelor;0;1;0
1351;5356;22.05.2016;Individual;Victoria;Butt;;female;Butt;19.10.1970;;Single;9thGrade;0;1;1
1352;5157;22.01.2017;Individual;Olivia;Darakjy;;female;Darakjy;13.11.1979;;Single;Master;1;3;0
1353;5615;25.09.2012;Individual;Victoria;Caldarera;;female;Caldarera;11.02.1984;;Single;SmeCollege;0;4;1
1354;5158;01.03.2016;Individual;Haley;Davis;;female;Davis;20.01.1980;;Married;SmeCollege;1;3;0
1355;5357;09.03.2017;Individual;Abigail;Caldarera;;female;Caldarera;30.07.1966;;Married;HighSchool;1;1;0
1356;5616;23.04.2017;Individual;Ashley;Darakjy;;female;Darakjy;23.05.1971;;Married;Bachelor;1;4;1
1357;5159;13.01.2013;Individual;Nicole;Foller;;female;Foller;24.11.1973;;Single;Bachelor;1;3;1
1358;5617;19.02.2016;Individual;Lauren;Flosi;;female;Flosi;16.03.1971;;Single;SmeCollege;0;2;0
1359;5358;12.03.2012;Individual;Alyssa;Caldarera;;female;Caldarera;23.09.1966;;Married;HighSchool;1;4;1
1360;5160;24.02.2015;Individual;Haley;Garcia;;female;Garcia;02.07.1987;;Single;Bachelor;0;4;0
1361;5618;30.05.2014;Individual;Madison;Flosi;;female;Flosi;22.04.1985;;Married;Master;1;4;1
1362;5359;14.05.2015;Individual;Brittany;Caldarera;;female;Caldarera;18.10.1981;;Single;SmeCollege;1;4;0
1363;5161;10.05.2017;Individual;Kimberly;Garcia;;female;Garcia;11.07.1979;;Married;SmeCollege;0;2;1
1364;5619;15.05.2014;Individual;Rachel;Flosi;;female;Flosi;16.11.1964;;Single;9thGrade;1;2;1
1365;5360;22.08.2012;Individual;Samantha;Hernandez;;female;Hernandez;17.06.1971;;Single;Bachelor;1;4;1
1366;5162;26.02.2012;Individual;Taylor;Jones;;female;Jones;10.09.1984;;Single;HighSchool;0;3;0
1367;5620;10.03.2012;Individual;Sarah;Flosi;;female;Flosi;20.11.1981;;Married;HighSchool;0;3;0
1368;5361;12.02.2017;Individual;Victoria;Hernandez;;female;Hernandez;21.08.1978;;Married;SmeCollege;0;4;0
1369;5163;06.04.2012;Individual;Haley;Maclead;;female;Maclead;24.02.1977;;Single;HighSchool;0;3;1
1370;5621;02.04.2013;Individual;Shelby;Flosi;;female;Flosi;14.06.1972;;Single;ProfDgree;1;4;0
1371;5362;12.01.2012;Individual;Amber;Jackson;;female;Jackson;30.05.1966;;Single;HighSchool;1;4;0
1372;5164;12.02.2016;Individual;Kimberly;Maclead;;female;Maclead;08.01.1974;;Single;SmeCollege;0;4;1
1373;5622;07.03.2017;Individual;Emily;Foller;;female;Foller;09.05.1984;;Married;9thGrade;0;4;0
1374;5363;06.02.2012;Individual;Brianna;Jackson;;female;Jackson;22.08.1957;;Married;Bachelor;1;1;0
1375;5165;25.08.2014;Individual;Emily;Morasca;;female;Morasca;31.03.1972;;Married;HighSchool;1;3;1
1376;5623;07.05.2015;Individual;Jennifer;Rodriguez;;female;Rodriguez;27.12.1976;;Married;9thGrade;0;4;0
1377;5364;05.03.2013;Individual;Jasmine;Jackson;;female;Jackson;19.02.1976;;Single;HighSchool;1;4;0
1378;5166;07.12.2012;Individual;Morgan;Morasca;;female;Morasca;10.08.1964;;Single;Master;0;4;1
1379;5624;21.10.2013;Individual;Rebecca;Rodriguez;;female;Rodriguez;31.03.1963;;Single;AssocDgree;0;3;1
1380;5365;30.04.2017;Individual;Katherine;Jackson;;female;Jackson;20.03.1966;;Married;SmeCollege;0;4;1
1381;5625;14.10.2012;Individual;Stephanie;Rodriguez;;female;Rodriguez;18.07.1960;;Single;HighSchool;1;3;1
1382;5167;25.07.2013;Individual;Abigail;Paprocki;;female;Paprocki;19.05.1970;;Married;HighSchool;1;3;0
1383;5366;31.10.2013;Individual;Lauren;Jackson;;female;Jackson;12.08.1959;;Single;Bachelor;0;4;1
1384;5626;16.08.2012;Individual;Alexandra;Ruta;;female;Ruta;19.03.1973;;Married;9thGrade;0;2;0
1385;5168;06.06.2016;Individual;Alyssa;Paprocki;;female;Paprocki;12.03.1980;;Married;SmeCollege;0;3;0
1386;5367;12.02.2012;Individual;Madison;Jackson;;female;Jackson;18.03.1976;;Single;HighSchool;1;4;1
1387;5627;03.02.2016;Individual;Elizabeth;Ruta;;female;Ruta;03.09.1962;;Married;Bachelor;0;2;1
1388;5169;01.12.2012;Individual;Brittany;Paprocki;;female;Paprocki;07.09.1962;;Single;HighSchool;0;2;1
1389;5368;18.10.2014;Individual;Allison;Martinez;;female;Martinez;14.04.1971;;Single;Bachelor;1;4;1
1390;5170;05.07.2014;Individual;Rebecca;Smith;;female;Smith;05.10.1973;;Single;HighSchool;1;1;1
1391;5628;22.02.2014;Individual;Taylor;Venere;;female;Venere;23.10.1976;;Married;Bachelor;1;2;0
1392;5369;11.04.2013;Individual;Amanda;Martinez;;female;Martinez;15.04.1969;;Single;SmeCollege;1;3;0
1393;5171;20.02.2017;Individual;Stephanie;Smith;;female;Smith;02.10.1973;;Single;9thGrade;1;1;1
1394;5629;11.01.2014;Individual;Amber;White;;female;White;31.10.1961;;Married;SmeCollege;1;3;0
1395;5370;14.12.2013;Individual;Anna;Martinez;;female;Martinez;02.04.1965;;Single;AssocDgree;0;4;1
1396;5172;29.04.2015;Individual;Amber;Taylor;;female;Taylor;02.04.1970;;Single;9thGrade;0;2;1
1397;5630;26.11.2013;Individual;Brianna;White;;female;White;31.12.1973;;Single;HighSchool;1;2;1
1398;5371;31.12.2015;Individual;Danielle;Martinez;;female;Martinez;06.08.1968;;Married;Bachelor;1;4;0
1399;5173;10.03.2012;Individual;Sarah;Miller;;female;Miller;13.11.1958;;Married;SmeCollege;1;1;1
1400;5631;23.08.2013;Individual;Jasmine;White;;female;White;27.04.1966;;Single;Master;0;4;1
1401;5372;27.07.2012;Individual;Hannah;Martinez;;female;Martinez;22.05.1971;;Single;HighSchool;1;2;1
1402;5174;05.09.2015;Individual;Shelby;Miller;;female;Miller;15.02.1965;;Married;HighSchool;0;3;1
1403;5632;27.07.2014;Individual;Katherine;White;;female;White;02.09.1986;;Married;AssocDgree;0;3;0
1404;5373;04.03.2012;Individual;Melissa;Martinez;;female;Martinez;27.10.1962;;Married;Bachelor;1;4;0
1405;5175;07.03.2014;Individual;Alexis;Moore;;female;Moore;05.09.1971;;Married;SmeCollege;0;1;1
1406;5633;21.04.2017;Individual;Lauren;White;;female;White;05.01.1972;;Single;HighSchool;1;4;0
1407;5374;06.06.2013;Individual;Morgan;Rim;;female;Rim;04.04.1972;;Married;HighSchool;1;3;1
1408;5176;07.09.2015;Individual;Allison;Moore;;female;Moore;03.10.1965;;Married;ProfDgree;1;2;1
1409;5634;09.08.2013;Individual;Madison;White;;female;White;11.09.1966;;Single;9thGrade;0;3;0
1410;5375;08.06.2014;Individual;Courtney;Rodriguez;;female;Rodriguez;21.10.1961;;Married;HighSchool;0;3;1
1411;5177;10.05.2014;Individual;Amanda;Moore;;female;Moore;22.01.1961;;Single;HighSchool;1;3;0
1412;5635;12.05.2012;Individual;Rachel;White;;female;White;28.03.1975;;Single;Bachelor;0;2;1
1413;5376;10.02.2015;Individual;Amber;Venere;;female;Venere;16.05.1962;;Single;HighSchool;0;3;1
1414;5178;29.12.2016;Individual;Morgan;Ruta;;female;Ruta;20.10.1987;;Married;Bachelor;0;3;0
1415;5636;06.06.2012;Individual;Sarah;White;;female;White;19.05.1968;;Single;AssocDgree;1;4;1
1416;5377;14.02.2017;Individual;Brianna;Venere;;female;Venere;03.10.1971;;Single;Bachelor;0;3;1
1417;5179;29.03.2016;Individual;Haley;Smith;;female;Smith;22.04.1986;;Married;AssocDgree;0;3;1
1418;5637;21.03.2014;Individual;Jessica;Darakjy;;female;Darakjy;07.04.1980;;Married;Bachelor;1;3;0
1419;5378;18.03.2012;Individual;Jasmine;Venere;;female;Venere;21.08.1983;;Single;SmeCollege;1;2;0
1420;5180;06.03.2017;Individual;Ashley;Anderson;;female;Anderson;20.02.1986;;Single;Master;0;1;0
1421;5638;07.02.2016;Individual;Kayla;Darakjy;;female;Darakjy;05.07.1963;;Single;HighSchool;1;3;1
1422;5379;24.05.2014;Individual;Katherine;Venere;;female;Venere;21.09.1972;;Married;Bachelor;0;4;0
1423;5181;26.11.2014;Individual;Jessica;Anderson;;female;Anderson;24.12.1963;;Married;HighSchool;1;2;1
1424;5639;30.04.2017;Individual;Nicole;Darakjy;;female;Darakjy;01.08.1989;;Single;HighSchool;0;1;1
1425;5380;14.02.2015;Individual;Lauren;Venere;;female;Venere;25.08.1986;;Single;SmeCollege;0;2;0
1426;5182;27.05.2015;Individual;Kayla;Anderson;;female;Anderson;24.03.1966;;Married;HighSchool;1;3;0
1427;5640;23.01.2016;Individual;Abigail;Davis;;female;Davis;02.08.1977;;Married;SmeCollege;1;4;1
1428;5381;26.09.2014;Individual;Madison;Venere;;female;Venere;05.12.1967;;Single;Bachelor;0;4;1
1429;5641;26.09.2012;Individual;Alyssa;Davis;;female;Davis;12.06.1980;;Married;SmeCollege;0;2;1
1430;5183;29.01.2017;Individual;Nicole;Anderson;;female;Anderson;11.08.1969;;Single;HighSchool;1;2;1
1431;5382;11.01.2013;Individual;Rachel;Venere;;female;Venere;23.09.1982;;Married;HighSchool;0;4;0
1432;5642;26.02.2013;Individual;Brittany;Davis;;female;Davis;28.04.1963;;Single;Bachelor;1;4;1
1433;5184;22.01.2014;Individual;Nicole;Garufi;;female;Garufi;16.03.1975;;Single;Master;0;4;1
1434;5383;14.05.2014;Individual;Jennifer;Caldarera;;female;Caldarera;13.03.1967;;Married;AssocDgree;1;1;0
1435;5643;21.07.2013;Individual;Shelby;Morasca;;female;Morasca;16.01.1969;;Married;HighSchool;1;3;0
1436;5185;12.03.2014;Individual;Courtney;Hernandez;;female;Hernandez;17.08.1973;;Single;SmeCollege;1;1;1
1437;5384;17.12.2013;Individual;Rebecca;Caldarera;;female;Caldarera;09.06.1969;;Single;9thGrade;1;2;0
1438;5644;25.12.2016;Individual;Morgan;Smith;;female;Smith;14.04.1975;;Married;Bachelor;0;1;0
1439;5186;26.01.2014;Individual;Kelsey;Hernandez;;female;Hernandez;10.07.1971;;Single;SmeCollege;0;3;1
1440;5385;16.12.2015;Individual;Alexis;Albares;;female;Albares;28.12.1983;;Single;Bachelor;1;3;1
1441;5645;18.02.2012;Individual;Alexis;Taylor;;female;Taylor;17.03.1967;;Single;HighSchool;0;2;1
1442;5187;02.05.2014;Individual;Mary;Hernandez;;female;Hernandez;10.02.1968;;Married;AssocDgree;1;2;1
1443;5386;11.06.2017;Individual;Allison;Albares;;female;Albares;08.05.1985;;Married;Bachelor;1;4;1
1444;5646;22.09.2012;Individual;Allison;Taylor;;female;Taylor;29.01.1963;;Single;Master;0;4;1
1445;5188;05.08.2012;Individual;Abigail;Martin;;female;Martin;03.07.1967;;Single;SmeCollege;1;1;1
1446;5387;19.05.2012;Individual;Amanda;Albares;;female;Albares;17.08.1976;;Married;HighSchool;0;2;0
1447;5647;04.09.2015;Individual;Amanda;Taylor;;female;Taylor;07.08.1971;;Married;HighSchool;1;3;1
