;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;ISSUENUMBER;NUMBERONCARD;VALIDFROMONCARD;VALIDTOONCARD;LIFECYCLESTATUS2;ISSUEREASON;CARDDELIVERYDATE;PINDELIVERYDATE;SHIPPINGMETHOD
607;100001060;CARDSYSTEM;100001060;1;253458830;08.03.2016;07.03.2020;active;FirstIssue;14.03.2016;19.03.2016;StandardMail
608;100001061;CARDSYSTEM;100001061;1;364303381;13.01.2014;12.01.2018;active;FirstIssue;19.01.2014;24.01.2014;StandardMail
609;100001062;CARDSYSTEM;100001062;1;205924966;18.05.2013;17.05.2017;active;FirstIssue;24.05.2013;28.05.2013;StandardMail
610;100001063;CARDSYSTEM;100001063;1;457386320;23.04.2014;22.04.2018;active;FirstIssue;26.04.2014;02.05.2014;StandardMail
611;100001064;CARDSYSTEM;100001064;1;144514254;19.05.2014;18.05.2018;active;FirstIssue;22.05.2014;30.05.2014;StandardMail
612;100001065;CARDSYSTEM;100001065;1;893215664;18.11.2016;17.11.2020;active;FirstIssue;23.11.2016;29.11.2016;StandardMail
613;100001066;CARDSYSTEM;100001066;1;139157996;23.07.2014;22.07.2018;active;FirstIssue;29.07.2014;01.08.2014;StandardMail
614;100001067;CARDSYSTEM;100001067;1;301643977;14.06.2017;13.06.2021;active;FirstIssue;17.06.2017;22.06.2017;StandardMail
615;100001068;CARDSYSTEM;100001068;1;529980089;23.06.2016;22.06.2020;active;FirstIssue;28.06.2016;01.07.2016;StandardMail
616;100001069;CARDSYSTEM;100001069;1;802550898;01.07.2015;30.06.2019;active;FirstIssue;04.07.2015;11.07.2015;StandardMail
617;100001070;CARDSYSTEM;100001070;1;146685733;08.10.2014;07.10.2018;active;FirstIssue;13.10.2014;19.10.2014;StandardMail
618;100001071;CARDSYSTEM;100001071;1;807449133;14.09.2016;13.09.2020;active;FirstIssue;20.09.2016;23.09.2016;StandardMail
619;100001072;CARDSYSTEM;100001072;1;667753127;25.12.2013;24.12.2017;active;FirstIssue;30.12.2013;04.01.2014;StandardMail
620;100001073;CARDSYSTEM;100001073;1;752350946;28.05.2012;27.05.2016;active;FirstIssue;01.06.2012;08.06.2012;StandardMail
621;100001074;CARDSYSTEM;100001074;1;963863281;12.09.2013;11.09.2017;active;FirstIssue;16.09.2013;21.09.2013;StandardMail
622;100001075;CARDSYSTEM;100001075;1;353334642;13.01.2015;12.01.2019;active;FirstIssue;16.01.2015;22.01.2015;StandardMail
623;100001076;CARDSYSTEM;100001076;1;586849446;16.06.2015;15.06.2019;active;FirstIssue;22.06.2015;25.06.2015;StandardMail
624;100001077;CARDSYSTEM;100001077;1;199755501;20.06.2016;19.06.2020;active;FirstIssue;26.06.2016;28.06.2016;StandardMail
625;100001078;CARDSYSTEM;100001078;1;192135594;29.07.2013;28.07.2017;active;FirstIssue;02.08.2013;08.08.2013;StandardMail
626;100001079;CARDSYSTEM;100001079;1;970813375;21.08.2014;20.08.2018;active;FirstIssue;25.08.2014;29.08.2014;StandardMail
627;100001080;CARDSYSTEM;100001080;1;491203805;29.07.2014;28.07.2018;active;FirstIssue;02.08.2014;06.08.2014;StandardMail
628;100001081;CARDSYSTEM;100001081;1;285661611;29.03.2016;28.03.2020;active;FirstIssue;03.04.2016;09.04.2016;StandardMail
629;100001082;CARDSYSTEM;100001082;1;445560920;29.06.2015;28.06.2019;active;FirstIssue;04.07.2015;08.07.2015;StandardMail
630;100001083;CARDSYSTEM;100001083;1;148995807;14.04.2017;13.04.2021;active;FirstIssue;17.04.2017;24.04.2017;StandardMail
631;100001084;CARDSYSTEM;100001084;1;764764376;04.04.2016;03.04.2020;active;FirstIssue;07.04.2016;12.04.2016;StandardMail
632;100001085;CARDSYSTEM;100001085;1;191200581;13.09.2016;12.09.2020;active;FirstIssue;16.09.2016;21.09.2016;StandardMail
633;100001086;CARDSYSTEM;100001086;1;331778393;19.01.2014;18.01.2018;active;FirstIssue;22.01.2014;29.01.2014;StandardMail
634;100001087;CARDSYSTEM;100001087;1;362683041;03.02.2016;02.02.2020;active;FirstIssue;09.02.2016;11.02.2016;StandardMail
635;100001088;CARDSYSTEM;100001088;1;66638968;03.11.2012;02.11.2016;active;FirstIssue;08.11.2012;12.11.2012;StandardMail
636;100001089;CARDSYSTEM;100001089;1;456711357;23.09.2012;22.09.2016;active;FirstIssue;28.09.2012;01.10.2012;StandardMail
637;100001090;CARDSYSTEM;100001090;1;787436889;17.01.2017;16.01.2021;active;FirstIssue;23.01.2017;27.01.2017;StandardMail
638;100001091;CARDSYSTEM;100001091;1;814171057;03.06.2013;02.06.2017;active;FirstIssue;06.06.2013;14.06.2013;StandardMail
639;100001092;CARDSYSTEM;100001092;1;20206148;05.09.2014;04.09.2018;active;FirstIssue;10.09.2014;13.09.2014;StandardMail
640;100001093;CARDSYSTEM;100001093;1;772480591;08.09.2014;07.09.2018;active;FirstIssue;12.09.2014;17.09.2014;StandardMail
641;100001094;CARDSYSTEM;100001094;1;248063268;06.09.2013;05.09.2017;active;FirstIssue;09.09.2013;17.09.2013;StandardMail
642;100001095;CARDSYSTEM;100001095;1;897077943;16.04.2016;15.04.2020;active;FirstIssue;22.04.2016;26.04.2016;StandardMail
643;100001096;CARDSYSTEM;100001096;1;994725968;04.11.2016;03.11.2020;active;FirstIssue;10.11.2016;15.11.2016;StandardMail
644;100001097;CARDSYSTEM;100001097;1;742235970;10.12.2012;09.12.2016;active;FirstIssue;15.12.2012;19.12.2012;StandardMail
645;100001098;CARDSYSTEM;100001098;1;167025554;13.04.2014;12.04.2018;active;FirstIssue;16.04.2014;23.04.2014;StandardMail
646;100001099;CARDSYSTEM;100001099;1;878276419;18.11.2013;17.11.2017;active;FirstIssue;21.11.2013;28.11.2013;StandardMail
647;100001100;CARDSYSTEM;100001100;1;485798869;28.03.2012;27.03.2016;active;FirstIssue;31.03.2012;07.04.2012;StandardMail
648;100001101;CARDSYSTEM;100001101;1;107665937;21.04.2013;20.04.2017;active;FirstIssue;25.04.2013;29.04.2013;StandardMail
649;100001102;CARDSYSTEM;100001102;1;378211889;11.09.2012;10.09.2016;active;FirstIssue;17.09.2012;19.09.2012;StandardMail
650;100001103;CARDSYSTEM;100001103;1;298419437;17.10.2015;16.10.2019;active;FirstIssue;20.10.2015;27.10.2015;StandardMail
651;100001104;CARDSYSTEM;100001104;1;583436110;16.02.2015;15.02.2019;active;FirstIssue;22.02.2015;26.02.2015;StandardMail
652;100001105;CARDSYSTEM;100001105;1;947638640;21.09.2013;20.09.2017;active;FirstIssue;26.09.2013;29.09.2013;StandardMail
653;100001106;CARDSYSTEM;100001106;1;798526140;10.01.2014;09.01.2018;active;FirstIssue;13.01.2014;20.01.2014;StandardMail
654;100001107;CARDSYSTEM;100001107;1;589119591;31.12.2013;30.12.2017;active;FirstIssue;04.01.2014;10.01.2014;StandardMail
655;100001108;CARDSYSTEM;100001108;1;37025755;21.04.2016;20.04.2020;active;FirstIssue;26.04.2016;30.04.2016;StandardMail
656;100001109;CARDSYSTEM;100001109;1;343823158;19.03.2013;18.03.2017;active;FirstIssue;24.03.2013;30.03.2013;StandardMail
657;100001110;CARDSYSTEM;100001110;1;978980638;22.10.2016;21.10.2020;active;FirstIssue;25.10.2016;01.11.2016;StandardMail
658;100001111;CARDSYSTEM;100001111;1;414087936;28.05.2014;27.05.2018;active;FirstIssue;01.06.2014;05.06.2014;StandardMail
659;100001112;CARDSYSTEM;100001112;1;413777655;07.10.2015;06.10.2019;active;FirstIssue;12.10.2015;17.10.2015;StandardMail
660;100001113;CARDSYSTEM;100001113;1;15151988;20.01.2015;19.01.2019;active;FirstIssue;26.01.2015;31.01.2015;StandardMail
661;100001114;CARDSYSTEM;100001114;1;995608454;16.10.2016;15.10.2020;active;FirstIssue;19.10.2016;27.10.2016;StandardMail
662;100001115;CARDSYSTEM;100001115;1;222527773;07.03.2014;06.03.2018;active;FirstIssue;13.03.2014;15.03.2014;StandardMail
663;100001116;CARDSYSTEM;100001116;1;850148678;03.03.2016;02.03.2020;active;FirstIssue;06.03.2016;12.03.2016;StandardMail
664;100001117;CARDSYSTEM;100001117;1;422591116;28.11.2015;27.11.2019;active;FirstIssue;03.12.2015;06.12.2015;StandardMail
665;100001118;CARDSYSTEM;100001118;1;187507950;04.07.2012;03.07.2016;active;FirstIssue;07.07.2012;14.07.2012;StandardMail
666;100001119;CARDSYSTEM;100001119;1;527474437;27.08.2016;26.08.2020;active;FirstIssue;31.08.2016;04.09.2016;StandardMail
667;100001120;CARDSYSTEM;100001120;1;899187864;19.02.2016;18.02.2020;active;FirstIssue;23.02.2016;01.03.2016;StandardMail
668;100001121;CARDSYSTEM;100001121;1;838353957;04.11.2015;03.11.2019;active;FirstIssue;10.11.2015;13.11.2015;StandardMail
669;100001122;CARDSYSTEM;100001122;1;234216682;30.11.2013;29.11.2017;active;FirstIssue;05.12.2013;09.12.2013;StandardMail
670;100001123;CARDSYSTEM;100001123;1;396377176;21.07.2015;20.07.2019;active;FirstIssue;25.07.2015;30.07.2015;StandardMail
671;100001124;CARDSYSTEM;100001124;1;967454344;25.04.2012;24.04.2016;active;FirstIssue;28.04.2012;03.05.2012;StandardMail
672;100001125;CARDSYSTEM;100001125;1;892261675;02.07.2014;01.07.2018;active;FirstIssue;07.07.2014;12.07.2014;StandardMail
673;100001126;CARDSYSTEM;100001126;1;84124311;18.07.2016;17.07.2020;active;FirstIssue;22.07.2016;27.07.2016;StandardMail
674;100001127;CARDSYSTEM;100001127;1;669077964;27.10.2013;26.10.2017;active;FirstIssue;31.10.2013;04.11.2013;StandardMail
675;100001128;CARDSYSTEM;100001128;1;850774870;26.03.2017;25.03.2021;active;FirstIssue;29.03.2017;04.04.2017;StandardMail
676;100001129;CARDSYSTEM;100001129;1;75219338;27.07.2016;26.07.2020;active;FirstIssue;30.07.2016;05.08.2016;StandardMail
677;100001130;CARDSYSTEM;100001130;1;216353571;11.06.2013;10.06.2017;active;FirstIssue;14.06.2013;21.06.2013;StandardMail
678;100000679;CARDSYSTEM;100000679;1;153078022;28.09.2013;27.09.2017;active;FirstIssue;03.10.2013;09.10.2013;StandardMail
679;100000680;CARDSYSTEM;100000680;1;237337797;24.04.2017;23.04.2021;active;FirstIssue;27.04.2017;03.05.2017;StandardMail
680;100000681;CARDSYSTEM;100000681;1;292019994;25.12.2012;24.12.2016;active;FirstIssue;28.12.2012;02.01.2013;StandardMail
681;100000682;CARDSYSTEM;100000682;1;628665945;04.04.2012;03.04.2016;active;FirstIssue;08.04.2012;12.04.2012;StandardMail
682;100000683;CARDSYSTEM;100000683;1;607531596;16.08.2012;15.08.2016;active;FirstIssue;21.08.2012;26.08.2012;StandardMail
683;100000684;CARDSYSTEM;100000684;1;130956134;29.10.2013;28.10.2017;active;FirstIssue;02.11.2013;07.11.2013;StandardMail
684;100000685;CARDSYSTEM;100000685;1;967487319;12.03.2015;11.03.2019;active;FirstIssue;16.03.2015;22.03.2015;StandardMail
685;100000686;CARDSYSTEM;100000686;1;734428601;04.07.2014;03.07.2018;active;FirstIssue;07.07.2014;15.07.2014;StandardMail
686;100000687;CARDSYSTEM;100000687;1;537182961;18.09.2016;17.09.2020;active;FirstIssue;23.09.2016;28.09.2016;StandardMail
687;100000688;CARDSYSTEM;100000688;1;987124133;25.06.2014;24.06.2018;active;FirstIssue;01.07.2014;06.07.2014;StandardMail
688;100000227;CARDSYSTEM;100000227;1;930131106;14.03.2014;13.03.2018;active;FirstIssue;19.03.2014;22.03.2014;StandardMail
689;100000689;CARDSYSTEM;100000689;1;479573312;15.07.2016;14.07.2020;active;FirstIssue;20.07.2016;23.07.2016;StandardMail
690;100000228;CARDSYSTEM;100000228;1;644479117;15.06.2014;14.06.2018;active;FirstIssue;18.06.2014;24.06.2014;StandardMail
691;100000690;CARDSYSTEM;100000690;1;678149577;21.07.2015;20.07.2019;active;FirstIssue;25.07.2015;01.08.2015;StandardMail
692;100000691;CARDSYSTEM;100000691;1;427492436;08.07.2016;07.07.2020;active;FirstIssue;13.07.2016;18.07.2016;StandardMail
693;100000229;CARDSYSTEM;100000229;1;718094926;06.05.2017;05.05.2021;active;FirstIssue;12.05.2017;14.05.2017;StandardMail
694;100000692;CARDSYSTEM;100000692;1;924985276;12.08.2014;11.08.2018;active;FirstIssue;18.08.2014;21.08.2014;StandardMail
695;100000230;CARDSYSTEM;100000230;1;805427480;25.09.2013;24.09.2017;active;FirstIssue;01.10.2013;03.10.2013;StandardMail
696;100000693;CARDSYSTEM;100000693;1;547651380;29.03.2012;28.03.2016;active;FirstIssue;01.04.2012;08.04.2012;StandardMail
697;100000231;CARDSYSTEM;100000231;1;962757211;21.02.2017;20.02.2021;active;FirstIssue;25.02.2017;02.03.2017;StandardMail
698;100000694;CARDSYSTEM;100000694;1;433784228;27.06.2015;26.06.2019;active;FirstIssue;01.07.2015;05.07.2015;StandardMail
699;100000232;CARDSYSTEM;100000232;1;587580112;30.09.2013;29.09.2017;active;FirstIssue;05.10.2013;11.10.2013;StandardMail
700;100000695;CARDSYSTEM;100000695;1;477268955;19.01.2014;18.01.2018;active;FirstIssue;24.01.2014;28.01.2014;StandardMail
701;100000233;CARDSYSTEM;100000233;1;483216409;24.06.2017;23.06.2021;active;FirstIssue;30.06.2017;04.07.2017;StandardMail
702;100000696;CARDSYSTEM;100000696;1;549702987;20.12.2012;19.12.2016;active;FirstIssue;23.12.2012;30.12.2012;StandardMail
703;100000234;CARDSYSTEM;100000234;1;548397614;23.02.2014;22.02.2018;active;FirstIssue;28.02.2014;03.03.2014;StandardMail
704;100000697;CARDSYSTEM;100000697;1;138144374;02.07.2012;01.07.2016;active;FirstIssue;07.07.2012;10.07.2012;StandardMail
705;100000235;CARDSYSTEM;100000235;1;259919948;11.07.2013;10.07.2017;active;FirstIssue;16.07.2013;21.07.2013;StandardMail
706;100000698;CARDSYSTEM;100000698;1;797040751;21.02.2017;20.02.2021;active;FirstIssue;26.02.2017;02.03.2017;StandardMail
707;100000236;CARDSYSTEM;100000236;1;103087944;11.04.2012;10.04.2016;active;FirstIssue;16.04.2012;20.04.2012;StandardMail
708;100000699;CARDSYSTEM;100000699;1;406209236;23.02.2015;22.02.2019;active;FirstIssue;01.03.2015;06.03.2015;StandardMail
709;100000237;CARDSYSTEM;100000237;1;462003296;30.03.2016;29.03.2020;active;FirstIssue;02.04.2016;07.04.2016;StandardMail
710;100000700;CARDSYSTEM;100000700;1;961941304;24.08.2012;23.08.2016;active;FirstIssue;30.08.2012;02.09.2012;StandardMail
711;100000238;CARDSYSTEM;100000238;1;66027519;22.11.2012;21.11.2016;active;FirstIssue;26.11.2012;02.12.2012;StandardMail
712;100000701;CARDSYSTEM;100000701;1;818075612;15.07.2014;14.07.2018;active;FirstIssue;21.07.2014;26.07.2014;StandardMail
713;100000239;CARDSYSTEM;100000239;1;644476744;11.04.2015;10.04.2019;active;FirstIssue;14.04.2015;21.04.2015;StandardMail
714;100000702;CARDSYSTEM;100000702;1;372703541;24.01.2015;23.01.2019;active;FirstIssue;27.01.2015;03.02.2015;StandardMail
715;100000240;CARDSYSTEM;100000240;1;717127547;07.02.2017;06.02.2021;active;FirstIssue;11.02.2017;18.02.2017;StandardMail
716;100000703;CARDSYSTEM;100000703;1;982505381;24.04.2017;23.04.2021;active;FirstIssue;30.04.2017;03.05.2017;StandardMail
717;100000241;CARDSYSTEM;100000241;1;744232941;12.09.2016;11.09.2020;active;FirstIssue;15.09.2016;20.09.2016;StandardMail
718;100000704;CARDSYSTEM;100000704;1;846667269;12.03.2015;11.03.2019;active;FirstIssue;18.03.2015;21.03.2015;StandardMail
719;100000705;CARDSYSTEM;100000705;1;75991579;19.06.2014;18.06.2018;active;FirstIssue;23.06.2014;27.06.2014;StandardMail
720;100000242;CARDSYSTEM;100000242;1;220467428;19.02.2016;18.02.2020;active;FirstIssue;23.02.2016;28.02.2016;StandardMail
721;100000706;CARDSYSTEM;100000706;1;904682373;18.08.2016;17.08.2020;active;FirstIssue;23.08.2016;28.08.2016;StandardMail
722;100000243;CARDSYSTEM;100000243;1;474605464;26.11.2015;25.11.2019;active;FirstIssue;30.11.2015;04.12.2015;StandardMail
723;100000707;CARDSYSTEM;100000707;1;763675429;18.02.2015;17.02.2019;active;FirstIssue;24.02.2015;27.02.2015;StandardMail
724;100000244;CARDSYSTEM;100000244;1;569686154;09.07.2016;08.07.2020;active;FirstIssue;15.07.2016;19.07.2016;StandardMail
725;100000708;CARDSYSTEM;100000708;1;167145815;12.12.2015;11.12.2019;active;FirstIssue;16.12.2015;20.12.2015;StandardMail
726;100000245;CARDSYSTEM;100000245;1;936842752;01.03.2012;29.02.2016;active;FirstIssue;06.03.2012;10.03.2012;StandardMail
727;100000709;CARDSYSTEM;100000709;1;116121868;05.07.2015;04.07.2019;active;FirstIssue;11.07.2015;13.07.2015;StandardMail
728;100000246;CARDSYSTEM;100000246;1;835384787;05.12.2016;04.12.2020;active;FirstIssue;11.12.2016;16.12.2016;StandardMail
729;100000710;CARDSYSTEM;100000710;1;451257930;24.10.2012;23.10.2016;active;FirstIssue;28.10.2012;03.11.2012;StandardMail
730;100000247;CARDSYSTEM;100000247;1;727866725;09.04.2017;08.04.2021;active;FirstIssue;15.04.2017;18.04.2017;StandardMail
731;100000248;CARDSYSTEM;100000248;1;320366295;13.09.2014;12.09.2018;active;FirstIssue;19.09.2014;21.09.2014;StandardMail
732;100000711;CARDSYSTEM;100000711;1;560875050;26.12.2016;25.12.2020;active;FirstIssue;30.12.2016;03.01.2017;StandardMail
733;100000249;CARDSYSTEM;100000249;1;552054091;11.08.2013;10.08.2017;active;FirstIssue;15.08.2013;21.08.2013;StandardMail
734;100000712;CARDSYSTEM;100000712;1;945572016;22.03.2013;21.03.2017;active;FirstIssue;25.03.2013;30.03.2013;StandardMail
735;100000250;CARDSYSTEM;100000250;1;337118520;29.02.2012;28.02.2016;active;FirstIssue;06.03.2012;09.03.2012;StandardMail
736;100000713;CARDSYSTEM;100000713;1;614548281;05.10.2013;04.10.2017;active;FirstIssue;10.10.2013;13.10.2013;StandardMail
737;100000251;CARDSYSTEM;100000251;1;311189245;28.05.2013;27.05.2017;active;FirstIssue;02.06.2013;06.06.2013;StandardMail
738;100000714;CARDSYSTEM;100000714;1;899157885;24.03.2016;23.03.2020;active;FirstIssue;27.03.2016;03.04.2016;StandardMail
739;100000252;CARDSYSTEM;100000252;1;651527866;07.01.2015;06.01.2019;active;FirstIssue;13.01.2015;15.01.2015;StandardMail
740;100000715;CARDSYSTEM;100000715;1;122783191;04.03.2017;03.03.2021;active;FirstIssue;09.03.2017;15.03.2017;StandardMail
741;100000253;CARDSYSTEM;100000253;1;857990741;18.08.2012;17.08.2016;active;FirstIssue;21.08.2012;28.08.2012;StandardMail
742;100000716;CARDSYSTEM;100000716;1;642553436;28.08.2014;27.08.2018;active;FirstIssue;03.09.2014;08.09.2014;StandardMail
743;100000254;CARDSYSTEM;100000254;1;242482544;09.05.2014;08.05.2018;active;FirstIssue;15.05.2014;19.05.2014;StandardMail
744;100000717;CARDSYSTEM;100000717;1;950069359;14.03.2014;13.03.2018;active;FirstIssue;18.03.2014;22.03.2014;StandardMail
745;100000255;CARDSYSTEM;100000255;1;83102060;22.04.2014;21.04.2018;active;FirstIssue;28.04.2014;02.05.2014;StandardMail
746;100000718;CARDSYSTEM;100000718;1;327706899;24.05.2017;23.05.2021;active;FirstIssue;30.05.2017;04.06.2017;StandardMail
747;100000256;CARDSYSTEM;100000256;1;864894443;01.07.2013;30.06.2017;active;FirstIssue;06.07.2013;09.07.2013;StandardMail
748;100000719;CARDSYSTEM;100000719;1;531250116;21.10.2013;20.10.2017;active;FirstIssue;24.10.2013;31.10.2013;StandardMail
749;100000257;CARDSYSTEM;100000257;1;701068365;01.09.2016;31.08.2020;active;FirstIssue;07.09.2016;12.09.2016;StandardMail
750;100000720;CARDSYSTEM;100000720;1;624693227;10.11.2016;09.11.2020;active;FirstIssue;16.11.2016;19.11.2016;StandardMail
751;100000258;CARDSYSTEM;100000258;1;990774287;10.03.2013;09.03.2017;active;FirstIssue;15.03.2013;18.03.2013;StandardMail
752;100000721;CARDSYSTEM;100000721;1;401470490;12.10.2015;11.10.2019;active;FirstIssue;17.10.2015;22.10.2015;StandardMail
753;100000259;CARDSYSTEM;100000259;1;98963892;11.10.2012;10.10.2016;active;FirstIssue;14.10.2012;20.10.2012;StandardMail
754;100000722;CARDSYSTEM;100000722;1;712288766;29.12.2012;28.12.2016;active;FirstIssue;01.01.2013;07.01.2013;StandardMail
755;100000260;CARDSYSTEM;100000260;1;69207188;03.03.2012;02.03.2016;active;FirstIssue;09.03.2012;14.03.2012;StandardMail
756;100000723;CARDSYSTEM;100000723;1;824816362;25.11.2015;24.11.2019;active;FirstIssue;01.12.2015;06.12.2015;StandardMail
757;100000261;CARDSYSTEM;100000261;1;797715416;20.07.2016;19.07.2020;active;FirstIssue;26.07.2016;28.07.2016;StandardMail
758;100000724;CARDSYSTEM;100000724;1;231511627;30.12.2015;29.12.2019;active;FirstIssue;05.01.2016;10.01.2016;StandardMail
759;100000262;CARDSYSTEM;100000262;1;611692653;03.05.2013;02.05.2017;active;FirstIssue;06.05.2013;12.05.2013;StandardMail
760;100000725;CARDSYSTEM;100000725;1;811677900;26.11.2012;25.11.2016;active;FirstIssue;01.12.2012;06.12.2012;StandardMail
761;100000263;CARDSYSTEM;100000263;1;575756934;10.09.2012;09.09.2016;active;FirstIssue;13.09.2012;20.09.2012;StandardMail
762;100000726;CARDSYSTEM;100000726;1;475939369;06.03.2012;05.03.2016;active;FirstIssue;10.03.2012;17.03.2012;StandardMail
763;100000264;CARDSYSTEM;100000264;1;466225329;25.05.2013;24.05.2017;active;FirstIssue;31.05.2013;02.06.2013;StandardMail
764;100000265;CARDSYSTEM;100000265;1;995420296;26.01.2016;25.01.2020;active;FirstIssue;31.01.2016;03.02.2016;StandardMail
765;100000727;CARDSYSTEM;100000727;1;333511055;30.08.2016;29.08.2020;active;FirstIssue;02.09.2016;10.09.2016;StandardMail
766;100000266;CARDSYSTEM;100000266;1;749669925;12.02.2015;11.02.2019;active;FirstIssue;16.02.2015;21.02.2015;StandardMail
767;100000728;CARDSYSTEM;100000728;1;932418945;27.01.2014;26.01.2018;active;FirstIssue;31.01.2014;05.02.2014;StandardMail
768;100000267;CARDSYSTEM;100000267;1;70609028;04.10.2013;03.10.2017;active;FirstIssue;09.10.2013;12.10.2013;StandardMail
769;100000729;CARDSYSTEM;100000729;1;223687436;20.06.2012;19.06.2016;active;FirstIssue;24.06.2012;01.07.2012;StandardMail
770;100000268;CARDSYSTEM;100000268;1;223859421;09.01.2015;08.01.2019;active;FirstIssue;15.01.2015;17.01.2015;StandardMail
771;100000730;CARDSYSTEM;100000730;1;377806570;25.04.2015;24.04.2019;active;FirstIssue;28.04.2015;06.05.2015;StandardMail
772;100000269;CARDSYSTEM;100000269;1;999206582;28.03.2014;27.03.2018;active;FirstIssue;31.03.2014;07.04.2014;StandardMail
773;100000731;CARDSYSTEM;100000731;1;239077338;27.08.2016;26.08.2020;active;FirstIssue;31.08.2016;04.09.2016;StandardMail
